timestamp,gpu_id,gpu_name,gpu_util%,mem_used_mb,mem_total_mb,mem_util%,temp_c,power_w
2026-05-16 02:21:38,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 32, 64, 437.99
2026-05-16 02:21:38,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 33, 68, 413.62
2026-05-16 02:21:43,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 61, 452.67
2026-05-16 02:21:43,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 65, 424.63
2026-05-16 02:21:48,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 59, 421.77
2026-05-16 02:21:48,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 63, 390.62
2026-05-16 02:21:53,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 56, 366.74
2026-05-16 02:21:53,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 44, 58, 292.89
2026-05-16 02:21:58,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 41, 53, 310.05
2026-05-16 02:21:58,1, NVIDIA A800-SXM4-80GB, 97, 77024, 81920, 73, 57, 301.16
2026-05-16 02:22:03,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 57, 322.61
2026-05-16 02:22:03,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 36, 61, 421.10
2026-05-16 02:22:08,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 58, 314.34
2026-05-16 02:22:08,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 61, 457.56
2026-05-16 02:22:13,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 34, 58, 382.76
2026-05-16 02:22:13,1, NVIDIA A800-SXM4-80GB, 99, 77024, 81920, 33, 62, 439.61
2026-05-16 02:22:19,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 59, 438.29
2026-05-16 02:22:19,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 37, 62, 410.44
2026-05-16 02:22:24,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 36, 59, 459.43
2026-05-16 02:22:24,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 36, 62, 415.07
2026-05-16 02:22:29,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 59, 459.10
2026-05-16 02:22:29,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 63, 400.43
2026-05-16 02:22:34,0, NVIDIA A800-SXM4-80GB, 96, 77036, 81920, 67, 56, 317.76
2026-05-16 02:22:34,1, NVIDIA A800-SXM4-80GB, 96, 77024, 81920, 90, 59, 300.23
2026-05-16 02:22:39,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 61, 465.27
2026-05-16 02:22:39,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 65, 343.93
2026-05-16 02:22:44,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 36, 63, 424.56
2026-05-16 02:22:44,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 67, 273.16
2026-05-16 02:22:49,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 33, 64, 410.17
2026-05-16 02:22:49,1, NVIDIA A800-SXM4-80GB, 99, 77024, 81920, 33, 69, 374.93
2026-05-16 02:22:55,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 66, 398.81
2026-05-16 02:22:55,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 70, 364.17
2026-05-16 02:23:00,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 65, 324.54
2026-05-16 02:23:00,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 70, 353.74
2026-05-16 02:23:05,0, NVIDIA A800-SXM4-80GB, 99, 77036, 81920, 43, 67, 404.33
2026-05-16 02:23:05,1, NVIDIA A800-SXM4-80GB, 99, 77024, 81920, 43, 72, 383.21
2026-05-16 02:23:10,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 46, 67, 349.43
2026-05-16 02:23:10,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 70, 72, 288.85
2026-05-16 02:23:15,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 67, 445.33
2026-05-16 02:23:15,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 72, 281.45
2026-05-16 02:23:20,0, NVIDIA A800-SXM4-80GB, 97, 77036, 81920, 55, 63, 324.82
2026-05-16 02:23:20,1, NVIDIA A800-SXM4-80GB, 97, 77024, 81920, 91, 72, 320.84
2026-05-16 02:23:25,0, NVIDIA A800-SXM4-80GB, 0, 77036, 81920, 0, 57, 111.78
2026-05-16 02:23:25,1, NVIDIA A800-SXM4-80GB, 37, 77024, 81920, 13, 66, 108.51
2026-05-16 02:23:31,0, NVIDIA A800-SXM4-80GB, 99, 77036, 81920, 34, 67, 527.58
2026-05-16 02:23:31,1, NVIDIA A800-SXM4-80GB, 97, 77024, 81920, 49, 69, 462.33
2026-05-16 02:23:36,0, NVIDIA A800-SXM4-80GB, 99, 77036, 81920, 34, 67, 474.98
2026-05-16 02:23:36,1, NVIDIA A800-SXM4-80GB, 99, 77024, 81920, 37, 72, 381.22
2026-05-16 02:23:41,0, NVIDIA A800-SXM4-80GB, 99, 77036, 81920, 48, 62, 210.30
2026-05-16 02:23:41,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 50, 66, 392.77
